<new sheet>
sheet_name: DBUs
,4.08 Assets and Liabilities of the Commercial Banks (a) - Monthly,,,,,,,,,,,,,,,,,,,

,Assets and Liabilities of Domestic Banking Units (DBUs),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Rs. Million
,End of Period,A S S E T S,,,,,,,,,,,,,,,,,,
,,Cash on Hand,Due from Central Bank,Due from Domestic Banks,Cash Items in Process of Collection,Foreign Currency on Hand and Balances Due from Banks Abroad,Investments,,,,Loans and Advances,,,,,,Fixed and Other Assets  (b)(d),Total Assets or Liabilities ,Percentage of Liquid Assets to Demand Deposits (e),Percentage of Loans & Advances to Total Deposits
,,,,,,,Govt. of Sri Lanka Obligations,,,Other Investments (c),Bills Purchased and Discounted,,,Overdrafts,Loans,Total Loans and Advances,,,,
,,,,,,,Treasury Bills ,Treasury Bonds (b), Other Govt. Securities ,,Local,Imports,Exports,,,,,,,
,,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-14,-15,-16,-17,-18,-19,-20
,2022-02-01 00:00:00,1526570.705081,2124.194944,22106.055918,35605.137494,724630.74161599,20997.552873,123302.677557,8228722.69149871,1186461.358783,805463.6828449899,9538486.72783871,10343950.410683699,456266.581824,216989.490326,1030750.536714,,,,
,2022-03-01 00:00:00,1529163.650458,1685.662872,25127.312352,31527.418802,772061.182378,34548.115319,129234.102761,8483778.41418396,1727637.285046,864949.691723,10340649.80199096,11205599.49371396,485329.319474,359187.084525,1169278.408847,,,,
,2022-04-01 00:00:00,1604069.201724,2365.142992,27702.66331,31560.285971,760374.213086,34818.926929,124149.818818,8558292.87222191,2019621.311045,856821.2322879999,10702064.002084909,11558885.234372908,393295.071988,469131.28199,1177881.22541065,,,,
,2022-05-01 00:00:00,1618187.4690785469,2454.156023,28058.097601,31642.17206,785189.70305,26592.393674,126255.280122,8513581.142246,2045047.470793,873936.5224080001,10684883.893161,11558820.415569,383466.69652707,387136.396486,1279870.6241435688,,,,
,2022-06-01 00:00:00,1629216.363199,2421.577935,27238.70599,31856.879143,747980.36162,29269.25864,126975.766919,8598151.649427969,2043612.738779,838766.783328,10768740.155125968,11607506.938453969,381892.15771894,387201.395075,1288745.55285912,,,,
,2022-07-01 00:00:00,1640678.635428,1610.98579,23989.051358,32805.182393,743150.342399,29460.458632,120204.379902,8688681.977447,2006367.115692,831016.020572,10815253.473040998,11646269.493612997,350396.661759,401429.807234,1306318.356393,,,,
,2022-08-01 00:00:00,1693480.366186,1423.7828717300001,23860.727205,30363.428745,773077.864302,31980.883175,124279.674289,8751823.889022,1998080.472274,860706.68629873,10874184.035585,11734890.72188373,345218.30104,360416.448372,1202208.872209,,,,
,2022-09-01 00:00:00,1722157.288124,1617.409818,23920.717607,51516.741784,786455.880996,36010.546759,129345.541331,8822848.59161615,1991828.690519,899521.2969640001,10944022.82346615,11843544.120430151,334241.548051,391078.2045993236,1307272.321939,,,,
,2022-10-01 00:00:00,1736094.669924,1582.170989,18612.723964,28323.180642,765852.5312937801,36897.306614,124883.109729,8881695.70270312,2013359.61212233,851267.9135027801,11019938.42455445,11871206.338057231,335345.669443,354282.268626,1439191.734901,,,,
,2022-11-01 00:00:00,1766508.23627925,1925.440365,19109.181942,61437.676148,744210.6314231601,42676.152934,145171.778465,8958984.609807,2035284.809501,869359.0828121601,11139441.197773,12008800.28058516,332436.71119226003,336004.584433,1397133.8334049599,,,,
,2022-12-01 00:00:00,1785316.837656,2188.828899,16819.902196,60761.59223,711543.795826,57658.729983,128037.310286,9043455.214803,2038383.39776028,848972.849134,11209875.92284928,12058848.77198328,362071.428328,272432.2909316825,1405675.667569,,,,
,2023-01-01 00:00:00,1798393.296084,1203.408891,15436.855227,44234.648595,680771.523307,63942.170498,141902.960248,9106956.855027,2038090.527214,805588.606518,11286950.342488999,12092538.949006999,317964.43533703004,325689.009312,1468510.439954,,,,
,2023-02-01 00:00:00,1795693.208317,5142.483899,13531.737354,44346.928887,660013.190201,46421.231347,220701.211286,9110543.964603,1976870.837754,769455.571688,11308116.013643,12077571.585331,302504.997821,268788.4525079464,1540804.981031,,,,
,2023-03-01 00:00:00,1760068.335381,9011.836905,15892.932512,55954.393341,649209.356836,40560.487493,182057.769245,9181704.41405491,1804874.405558,770629.007087,11168636.58885791,11939265.59594491,293800.869758,229876.7488164934,1505831.071096,,,,
,2023-04-01 00:00:00,1782553.336106,10653.249812,9084.128203,50551.121025,684533.323626,42467.559546,179454.035042,9279980.485559,1793567.70771,797289.382212,11253002.228311,12050291.610523,300692.78481,253323.789949,1584894.039984,,,,
,2023-05-01 00:00:00,1775334.628222,11377.581012,8198.226798,60155.812194,700581.783039,41954.854693,234696.068605,9340857.784553,1628128.110107,822268.257736,11203681.963265002,12025950.221001001,287147.69828358997,171074.0301452716,1536852.511135,,,,
,2023-06-01 00:00:00,1810951.821054,15691.485342,11627.397896,43521.273955,707304.951201,41678.133149,248984.23204,9421578.224162,1762590.724591,819823.241543,11433153.180792999,12252976.422336,278078.417844,174514.151264,1584814.845476,,,,
,2023-07-01 00:00:00,1831709.309849689,16318.199458,11793.5161,39897.85656,708080.072199,45564.758704,212495.592299,9549367.74043,1863869.061416,821654.4030210001,11625732.394144999,12447386.797166,271104.245232,194935.377819,1592769.862889,,,,

,"Note:- The number of reporting banks was 12 from 1962 to 1974, 11 up to March 1979, 12 in April 1979, 13 in May 1979, 14 in December 1979, 15 in March 1980, 16 in April 1980, 17 in May 1980, 18 in July 1980, 19 in September 1980, 21 in November 1980, 22 in March 1981, 23 in June 1981, 23 in December 1986, 24 in March 1987, 25 in March 1988, 24 in September 1989, 23 in September 1991, 24 in June 1995, 25 in October 1995, 26 in November 1995 , 25 in January 1997 , 26 in  March 1997, 25 in February 1999, 26 in August 1999, 25 in January 2000, 26 in May 2000, 25 in May 2001,23 in October 2002, 22 in January 2003, 23 in January 2006, 22 in October 2008, 23 in August 2011 ,24 in December 2011,25 from April 2014, 26 from October 2018 and 24 from October 2020 todate. ",,,,,,,,,,,,,,,,,,,
,(a)  Includes assets/liabilities of National Development Bank which merged with NDB Bank Ltd. with effect from August 2005.,,,,,,,,,,,,,,,,,,,
,"(b) Restructuring Bonds worth Rs. 19,392.6 million, which were issued by the government to the two state banks, have been converted to Treasury bonds upon their maturity in October 2006. This amount, which previously appeared under Other Assets, has been included in Treasury Bonds since October 2006. ",,,,,,,,,,,,,,,,,,,
,(c) Includes Central Bank Securities and DFCC Bonds.,,,,,,,,,,,,,,,,,,,
,"(d) Fixed and other assets consist of banks’ property, furniture, fittings and sundries (commission, interest receivables, etc.)",,,,,,,,,,,,,,,,,,,
,"(e) Liquid assets consist of cash on hand, balances due from Central Bank, foreign currency on hand and balances due from banks abroad, Government of Sri Lanka Treasury bills and bills discounted. With effect from 18 May, 1998, Treasury bonds are considered as part of liquid assets of commercial banks. Balances due from domestic banks and cash items in process of collection have been excluded from liquid assets and domestic inter-bank deposits have been excluded from demand deposits, because from the view point of the commercial bank as a whole such claims and deposits cancel out.",,,,,,,,,,,,,,,,,,,
,"(f) DFCC Bank which operated as a Licensed Specialised Bank was amalgamated with the DFCC Vardhana Bank and operates as a Licensed Commercial Bank namely, DFCC Bank PLC with effect from 1 October 2015.",,,,,,,,,,,,,,,,,,,
,(g) Includes Central Bank.,,,,,,,,,,,,,,,,,,,

,Note: Valuation changes arising from changes in the exchange rate have led to significant changes in monetary and credit aggregates during the period starting from March 2022.  ,,,,,,,,,,,,,,,,,,,

<new sheet>
sheet_name: OBUs
,Assets and Liabilities of Offshore Banking Units (OBUs)(a),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Rs. Million
,End of Period,A S S E T S (b),,,,,,,,L I A B I L I T I E S (b),,,,,,,,Total Assets / Liabilities
,,Non-Residents,,Residents,,,,,,Non-Residents,,Residents,,,,,,
,,Non-Bank ,Bank ,Central Bank,Commercial Banks,Inter-OBUs,BOI Enterprises,Other Approved Enterprises,Other Assets,Non-Bank,Bank,Central Bank,Commercial Banks,Inter-OBUs,BOI Enterprises,Other Approved Enterprises,Other Liabilities,
,,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17
,1995-12-01 00:00:00,3095.9,27903.2,-,-,6256.8,30533.7,8349.6,3621.5,5657.4,31221.6,639.1,15666.7,6264.3,11955.500000000002,1123.4,7232.7,79760.7
,1996-01-01 00:00:00,3118.5,27975.5,-,-,5986,31117.300000000003,7826.7,2406.2,3705.5,32341.7,641.1,14400,6223.3,13922.2,966.3,6230.1,78430.20000000001
,1996-02-01 00:00:00,3275.1,26282.8,-,-,4360,29571.300000000003,8853.1,2727.8,3469.7,32725.9,543.8,12368.8,4605,13925,1167.4,6264.5,75070.09999999999
,1996-03-01 00:00:00,2717.2,27132,-,-,4907,30797.600000000002,8596.7,2994.3,3156.5,33553,544,12515.2,4965,14999.599999999999,967.3000000000001,6444.2,77144.79999999999
,1996-04-01 00:00:00,3026.3,26651,-,-,4997.3,31174.2,8617.7,2832.3,3360.3,29828.9,544.7,13503.9,4892.5,17469.6,1177.8,6521.1,77298.8
,1996-05-01 00:00:00,4379.4,28862.5,-,5.5,4564.8,30662.9,9208.7,2492.3,5298.9,33222,489.3,12680.6,4783.2,11675.8,5473.900000000001,6552.4,80176.09999999999
,1996-06-01 00:00:00,4947.5,27667.6,-,-,4975.5,32679.7,9584.300000000001,2851.4,6014.2,31075.2,494.4,15905.9,4753,12118,5514.5,6830.8,82706.00000000001
,1996-07-01 00:00:00,3720,31996.9,-,-,4546.8,31904.1,9542.6,2792.2,5178.1,32791.6,497.7,16304.6,4807.5,11587.599999999999,6525.7,6809.8,84502.59999999999
,1996-08-01 00:00:00,2838.5,35248.3,-,839.2,3486,31717.300000000003,9484.300000000001,2982.6,7996.5,30079.1,439.6,18643.1,3774.2,11984,6455.1,7224.6,86596.20000000001
,1996-09-01 00:00:00,2381,30911,-,-,3914.8,33339.8,8604.3,3533.8,7438.2,29328,442.9,15536.6,3783.6,11917.999999999998,6603.1,7634.3,82684.7
,1996-10-01 00:00:00,1404.6,29688.7,-,-,3158.7,33563.5,8947.5,3063.6,7717.9,28334.8,444.2,13796.8,3817.6,12479.2,5677.9,7558.2,79826.59999999999
,1996-11-01 00:00:00,1440.5,24450.6,-,-,3353.7,33733.1,8590.9,2774,6241.8,24060.4,244.7,14412,3108.2,13154.300000000001,5459.5,7661.9,74342.79999999999
,1996-12-01 00:00:00,1923.8,26673.4,-,-,3948.9,35576.9,9015.400000000001,3935,6106,28771.7,245.3,13150.4,5743.7,13832.1,5464.599999999999,7759.6,81073.40000000001
,1997-01-01 00:00:00,4867.9,23179.1,-,140,4132.7,35994.6,8952.2507,3059.4,6323.2,28779.3,11.4,14712.5,4704.8,13596,5199.9,6998.9,80326
,1997-02-01 00:00:00,4283.3,25526.4,-,692.5,3942.2,36112.3,8434.675,2959,8049.2,26189.8,11.5,16750.6,4458.7,14340.1,5163.7,6986.8,81950.4
,1997-03-01 00:00:00,4371.1,27158.6,-,270.6,4447.1,36041.600000000006,8612.8682,2843.8,8180.8,26996.6,11.6,17643.9,4858.4,13726.8,5181.5,7146.1,83745.70000000001
,1997-04-01 00:00:00,4552.9,27619.6,-,221.6,1526.1,37108.5,8325.445800000001,2740.6,7620.4,28622.9,11.7,17101.6,2679.8,13453.400000000001,5066.4,7538.5,82094.7
,1997-05-01 00:00:00,4802.5,28302.3,-,205.2,1436.7,40514.2,8306.53718892,3092.2,7490,30497.9,11.8,18426.6,2789.2,13852.2,5180.8,8411.1,86659.6
,1997-06-01 00:00:00,3606.2,30721.4,-,320.4,1929.3,41537,7615.0594291,3725.7,7346.8,32015.6,11.8,19457.7,2690.3,14191.4,5027.7,8713.5,89454.8
,1997-07-01 00:00:00,4947.5,31776.4,-,268.2,1075.9,43689.5,7464.3694479999995,4078.9,7429.8,34075.6,11.9,20980.3,1604.1,15651.5,5099.900000000001,8447.7,93300.8
,1997-08-01 00:00:00,5240.5,33636.8,-,520.2,1392.1,43503.7,7328.985617280001,4355.6,8162.2,36362.2,0,20120.1,1554,15770.599999999999,5017.2,8991.6,95977.90000000001
,1997-09-01 00:00:00,4394.4,33339.7,-,810.6,2197.2,42035.8,7050.700000000001,4839.3,8069.7,32417.4,0,20055.4,2481.5,16937.6,4996.7,9709.6,94667.90000000001
,1997-10-01 00:00:00,4510.7,39142.5,-,623.4,2733.6,43524.6,7982.900000000001,4320,7973,36909.1,0,21102.8,3445.8,19032.8,4563.8,9810.4,102837.7
,1997-11-01 00:00:00,6278.5,36041.9,-,408.1,2478.3,44422.9,8022.8,4445.6,9592,34961.3,0,22266,3229.4,17441.2,4482,10126.1,102098
,1997-12-01 00:00:00,5738.4,36078.3,-,507.1,1877.1,46161.5,7817.299999999999,4901.4,7757.3,35589.3,0,22843.6,3158,19047.6,4471.4,10213.9,103081.1
,1998-01-01 00:00:00,5885.6,37911.3,-,249.8,1170.1,47825.3,7309.2539945975,5701.4,8032,33470.2,0,25433.1,1553.8,19930.5,4394.6,13238.6,106052.8
,1998-02-01 00:00:00,5361,36290.5,-,438.8,1581,48312.799999999996,6415.8673708592,5402.3,9249.9,30381.2,0,25364.6,1928.5,19479.9,4499,12899.2,103802.3
,1998-03-01 00:00:00,5334,37494.4,-,223.2,1022,47156.7,6397.9,3225,9590.5,30776.1,0,26012.3,1291.8,16794.5,4501.4,11886.6,100853.2
,1998-04-01 00:00:00,6360.7,33989.7,-,780.6,1135.8,48041.1,6141.765681334201,3190,8777.3,30418.5,0,24524.5,1780.7,17432.4,4426,12280.3,99639.7
,1998-05-01 00:00:00,4885.2,34287.6,-,219.2,1266.8,50148.200000000004,5355.1,2815.5,8998.1,28361.5,0,25936.8,981.7,18131.7,4513.9,12053.9,98977.59999999998
,1998-06-01 00:00:00,5092.3,32636.6,-,314.8,1246.7,50413.3,5418.5,2174.8,8850.9,27312.6,0,24740.3,1861.3,17822.2,4537.5,12172.2,97297
,1998-07-01 00:00:00,4736,32491.2,-,572.2,1181.8,47741.799999999996,4479.5,3278.4,10119.4,24200.1,0,24201.9,1502.8,17738,4524.900000000001,12193.8,94480.90000000001
,1998-08-01 00:00:00,6087.8,30998.7,-,197.3,1480.2,48564.700000000004,5136,2560.8,7105.6,23570.3,0,24323.8,2202.8,19637.6,4586.6,13598.8,95025.50000000001
,1998-09-01 00:00:00,6964.4,30839.9,-,488.2,1486.1,48395.700000000004,4707.9,2364.6,6347.5,23947.6,0,23862.4,2607.5,19753.4,4784.9,13943.5,95246.79999999999
,1998-10-01 00:00:00,5660.8,35450,-,231.8,1849.5,48123.7,4599,2740.4,6150.9,23069.2,0,28024.4,1739.1,21069.100000000002,4393.8,14208.7,98655.2
,1998-11-01 00:00:00,6143.7,31147.4,-,449.1,4852.7,49654.9,11566.5,2530.6,6284.4,29486.5,0,28414.1,2266.5,21588.7,4017.3,14287.4,106344.9
,1998-12-01 00:00:00,6649.1,25796.1,-,904.6,5455.1,49344.700000000004,11408.9,3906.1,6879.5,22803,0,29634.1,5927.4,22182.3,4156.400000000001,11881.9,103464.59999999999
,1999-01-01 00:00:00,6058.2,24614.2,-,3234.1,5592.7,49413.600000000006,11332.300000000001,2442.7,5490.1,21506.6,0,30887.6,5607.3,23569.9,4312,11314.3,102687.8
,1999-02-01 00:00:00,6277.8,26540.7,-,3643.5,4593.3,48999.3,10451.8,3259,8304.6,19339.8,0,36139,5312.1,20531.8,2266.6000000000004,11871.5,103765.40000000001
,1999-03-01 00:00:00,5320.6,30048.5,-,769.2,4594,48622.4,10078.8,2475,5545.2,20076.7,0,32138.1,6348.2,23057.9,2249,12493.4,101908.5
,1999-04-01 00:00:00,4969.4,29171.3,-,582.8,4970.7,49523.200000000004,10135.4,2534.9,5468.8,20946.4,0,30701.4,5814.2,22992.8,2240.2,13723.9,101887.7
,1999-05-01 00:00:00,5093.6,29777.3,-,3283.6,3299,50053.4,10036.9,4252.7,5282.4,19833.6,0,34239.8,6317.9,24610.5,2267.5,13244.8,105796.5
,1999-06-01 00:00:00,6192.2,28023.4,-,4722.5,3253.2,49863.9,10068.3,2923.3,5644.2,18886,0,33462.6,7265.8,23878.300000000003,2284.6,13625.3,105046.80000000002
,1999-07-01 00:00:00,5488.6,25342.8,-,5515,2529.5,51546.2,9828.4,2691.6,5260.9,16744.3,0,33743.5,5463.1,24767,2530.7,14432.6,102942.09999999999
,1999-08-01 00:00:00,5310.9,26541.3,-,5162.8,2537,51878.2,9784,2207.4,5648.6,17358.6,0,32946.1,4630.6,23810.1,2562.5,16465.1,103421.6
,1999-09-01 00:00:00,5260.3,28616.1,-,2750.4,2485.5,51018.1,9801.300000000001,3896.3,5785.8,17516.9,0,33696.4,4705.7,23937.300000000003,2629.4,15556.5,103828
,1999-10-01 00:00:00,4941.5,29261.9,-,985.6,2271.9,49309.9,10008.1,3935.4,4693.7,14413.2,0,34217.6,4734.1,22612.2,2541.6000000000004,17501.9,100714.30000000002
,1999-11-01 00:00:00,5364.9,25253.5,-,1668.6,3735.7,50212.5,10030,4097.4,5909.7,15413.5,0,34016,4291.2,22279.6,2428.2,16024.4,100362.59999999999
,1999-12-01 00:00:00,6381.7,25254,-,1145.5,3903.3,49059.299999999996,10162.3,3876,6584.5,15481.1,0,36582.1,4907.4,19697.6,2364,14165.4,99782.09999999999
,2000-01-01 00:00:00,7677.1,25910.5,-,1964.7,3292.3,49400,12018.2,2712.7,6361,18424.3,0,36411.9,3563,20980.7,2382.8999999999996,14851.7,102975.49999999999
,2000-02-01 00:00:00,8295.9,25344.3,-,2057.2,2630,50160.4,13261.600000000002,3809.2,6945.3,18228.1,0,38849.6,3413.2,19292.300000000003,2312.6000000000004,16517.5,105558.6
,2000-03-01 00:00:00,8573.9,24502.6,-,3945.1,3304.1,49580.5,14019.9,5143.6,6597.7,20489.4,0,36796.6,4125.4,21417.7,3114.8999999999996,16528,109069.69999999998
,2000-04-01 00:00:00,7956.7,22790.9,-,2921.6,2680.6,51812.399999999994,13371.3,5225.1,6237.4,19082.6,0,38080.1,3366.9,19394.9,2491.2,18105.5,106758.59999999999
,2000-05-01 00:00:00,8645.3,23010.3,-,3025.1,3320.5,54689.100000000006,11578.3,5331.2,6448.6,21931.6,0,38177.2,4124.1,17811.3,3225.8,17881.2,109599.8
,2000-06-01 00:00:00,9217.3,21580,-,2900.7,2627.8,56567.4,13849.7,5373.7,7115.1,21329.4,0,37052.1,3157.4,21312.4,2647.6000000000004,19502.6,112116.6
,2000-07-01 00:00:00,8650.8,20631.3,-,2047.1,3879.9,55614.8,13022.7,4379.4,7636.7,19856,0,33531,3657.6,21015.199999999997,2733.7,19795.8,108226
,2000-08-01 00:00:00,8697.4,23191,-,1847,4076.1,54685.5,15502.199999999999,4071.6,7462.1,18158.8,0,38066.6,4529.9,22483.4,2780.1000000000004,18589.9,112070.79999999999
,2000-09-01 00:00:00,8476.3,20607.7,-,1783.1,4665.4,54560.6,17525.4,3494.7,7081,17659,0,36912.7,5172.4,21857.3,2682.7,19748.1,111113.19999999998
,2000-10-01 00:00:00,8931.6,21901.4,-,3012.4,5437,53185.5,28064.5,3712.3,6980.2,26259.6,0,42216.4,5633.6,20854.5,2698.4,19602,124244.7
,2000-11-01 00:00:00,9221.7,25440.6,-,3825.5,4256.7,53626.8,27441.800000000003,4144.6,6035.9,29324.5,0,41493.8,5073.9,22589.399999999998,2835.8,20604.4,127957.70000000001
,2000-12-01 00:00:00,9188.5,25129.7,-,2442,4941.3,54260.7,26719.3,4594.4,7258.6,27107,0,45459.8,4685.5,20654.4,2649.1,19461.5,127275.9
